,HM43_UR,HM43_UTI,HM43_LB,HM43_mouse,HM56_UTI,HM56_LB,HM56_UR,HM56_mouse,HM86_LB,HM86_UR,HM86_UTI,HM86_mouse
79387_dgkA,742.0,181.0,1296.0,75.0,286.0,1524.0,1046.0,221.0,1715.0,1214.0,245.0,301.0
77612_fruB,1351.0,496.0,1410.0,1112.0,774.0,196.0,1465.0,1276.0,400.0,837.0,1257.0,1875.0
77214_ynjB,911.0,119.0,1903.0,94.0,137.0,2133.0,2145.0,343.0,1701.0,2440.0,114.0,294.0
75524_rihC,986.0,317.0,1976.0,166.0,590.0,5486.0,3748.0,830.0,1361.0,3156.0,110.0,664.0
738_Putative_transcripti..,1478.0,274.0,1020.0,145.0,575.0,2582.0,4160.0,736.0,2187.0,4231.0,242.0,677.0
76729_topA,14094.0,7933.0,48570.0,2494.0,14631.0,64846.0,38302.0,11503.0,43943.0,40683.0,5524.0,9890.0
78567_folP,1708.0,651.0,4511.0,231.0,1308.0,7666.0,3345.0,722.0,9619.0,6657.0,611.0,1388.0
78001_pdxJ,5040.0,740.0,9178.0,535.0,888.0,14740.0,11386.0,1869.0,12256.0,13724.0,587.0,2720.0
79530_yjfL,20.0,10.0,34.0,7.0,11.0,73.0,57.0,37.0,52.0,89.0,4.0,34.0
77308_exoX,3251.0,255.0,2563.0,205.0,324.0,1799.0,5845.0,728.0,1436.0,4438.0,219.0,787.0
76425_tusE,952.0,346.0,2006.0,202.0,580.0,1006.0,777.0,409.0,3077.0,2982.0,251.0,1127.0
78729_yheV,2225.0,108.0,2076.0,67.0,107.0,3877.0,7340.0,120.0,1168.0,2792.0,47.0,177.0
76689_rssA,6133.0,556.0,4215.0,149.0,782.0,2548.0,9967.0,406.0,1805.0,6721.0,397.0,288.0
76532_flgH,169.0,104.0,460.0,21.0,15.0,2688.0,209.0,33.0,1351.0,99.0,17.0,56.0
4389_Putative_aldolase,45.0,5.0,129.0,9.0,15.0,128.0,90.0,30.0,49.0,49.0,1.0,119.0
77242_mipA,2083.0,3587.0,28624.0,1135.0,15044.0,66627.0,18433.0,13316.0,92633.0,34769.0,4913.0,9533.0
77556_yehE,1273.0,16.0,903.0,18.0,21.0,635.0,6604.0,289.0,97.0,637.0,11.0,52.0
79404_uvrA,4687.0,1194.0,15986.0,1332.0,3422.0,19395.0,21466.0,2493.0,15133.0,17376.0,1399.0,3484.0
79405_ssb,9720.0,1215.0,13865.0,493.0,5744.0,18938.0,18966.0,4852.0,33700.0,29292.0,2742.0,5669.0
77538_gatA,44.0,3.0,78.0,2.0,3.0,20.0,129.0,11.0,25.0,1153.0,2.0,44.0
77120_ynhF,143.0,19.0,50.0,33.0,39.0,102.0,271.0,226.0,98.0,188.0,21.0,78.0
79278_yiiQ,2030.0,868.0,1768.0,190.0,1859.0,5686.0,6940.0,1415.0,5691.0,6038.0,645.0,1011.0
77304_yebZ,1427.0,246.0,1530.0,122.0,1117.0,10913.0,8902.0,1333.0,986.0,1362.0,214.0,277.0
79271_cpxR,5146.0,944.0,6646.0,430.0,1767.0,14069.0,11294.0,1714.0,10394.0,7785.0,517.0,2152.0
79510_orn,1321.0,265.0,3526.0,103.0,794.0,5999.0,3383.0,466.0,3683.0,2586.0,294.0,652.0
79665_iadA,464.0,405.0,2399.0,199.0,598.0,4219.0,813.0,452.0,5608.0,1872.0,404.0,881.0
78487_ygjV,238.0,26.0,294.0,47.0,24.0,301.0,745.0,145.0,219.0,808.0,13.0,77.0
78724_tusD,1818.0,254.0,2612.0,161.0,396.0,3025.0,4899.0,652.0,2190.0,5175.0,242.0,867.0
78037_dgcN,2229.0,272.0,3678.0,203.0,403.0,2617.0,4974.0,597.0,2289.0,6327.0,171.0,502.0
77065_ydgH,4532.0,1581.0,13626.0,384.0,1852.0,17971.0,8997.0,1111.0,20181.0,14369.0,1162.0,2533.0
76088_citT,116.0,78.0,157.0,566.0,38.0,61.0,122.0,1893.0,33.0,91.0,9.0,868.0
76805_ynaL,2398.0,2.0,1664.0,10.0,14.0,215.0,5584.0,81.0,85.0,1992.0,3.0,17.0
76214_galT,1919.0,731.0,4522.0,458.0,791.0,7303.0,5075.0,1625.0,11148.0,14676.0,356.0,2327.0
76544_fabH,4568.0,2593.0,12732.0,1382.0,7665.0,21037.0,7516.0,2256.0,18586.0,9799.0,2612.0,3671.0
79566_tamB,4488.0,759.0,4331.0,470.0,6345.0,22067.0,40170.0,5265.0,15320.0,33222.0,2112.0,4705.0
78831_livG,8680.0,301.0,250.0,79.0,122.0,354.0,10111.0,130.0,245.0,2477.0,344.0,149.0
76655_dhaR,1872.0,294.0,2233.0,197.0,269.0,2671.0,2884.0,427.0,3921.0,3472.0,206.0,1239.0
76496_csgA,251.0,6.0,92.0,11.0,3.0,97.0,83.0,13.0,36.0,68.0,6.0,27.0
78006_lepA,7344.0,4813.0,18262.0,1416.0,8586.0,39972.0,13884.0,4002.0,16992.0,8516.0,2603.0,3048.0
79208_fre,6020.0,1575.0,13051.0,498.0,1875.0,14576.0,10583.0,1864.0,17074.0,15279.0,1630.0,2493.0
76297_deoR,945.0,419.0,1486.0,116.0,567.0,1821.0,1677.0,379.0,1619.0,2005.0,379.0,344.0
77702_menC,1758.0,475.0,6500.0,366.0,1990.0,8905.0,5046.0,1081.0,5541.0,5081.0,555.0,1458.0
78498_yqjF,403.0,1744.0,169.0,223.0,110.0,283.0,3307.0,1007.0,199.0,3854.0,21.0,2153.0
77814_ypdI,52.0,6.0,17.0,19.0,10.0,25.0,114.0,80.0,13.0,41.0,3.0,74.0
77846_cysZ,641.0,259.0,1535.0,53.0,424.0,865.0,887.0,144.0,820.0,836.0,254.0,283.0
75981_allR,9468.0,908.0,11232.0,664.0,871.0,15399.0,15282.0,3127.0,7961.0,13009.0,524.0,3256.0
77153_ydiB,521.0,57.0,568.0,24.0,71.0,1219.0,2484.0,218.0,907.0,1707.0,33.0,123.0
78119_gutM,16397.0,117.0,842.0,180.0,73.0,977.0,3155.0,2139.0,564.0,2238.0,22.0,198.0
76454_torR,523.0,120.0,1119.0,100.0,205.0,1388.0,933.0,359.0,1081.0,637.0,95.0,361.0
78951_yiaL,25.0,1.0,143.0,15.0,7.0,141.0,167.0,21.0,70.0,201.0,3.0,37.0
78184_ygcS,117.0,7.0,84.0,9.0,23.0,126.0,223.0,35.0,34.0,88.0,1.0,13.0
77225_ydjA,4785.0,546.0,5039.0,284.0,641.0,7213.0,8754.0,558.0,5973.0,9433.0,343.0,1024.0
79480_cadC,1942.0,213.0,2869.0,184.0,624.0,3181.0,2086.0,625.0,2277.0,1449.0,168.0,665.0
78851_acpT,431.0,77.0,688.0,34.0,307.0,538.0,574.0,102.0,397.0,518.0,167.0,144.0
78339_loiP,5124.0,385.0,11319.0,159.0,358.0,4751.0,5792.0,637.0,5758.0,5250.0,279.0,902.0
76149_ybfE,379.0,442.0,864.0,126.0,1304.0,1233.0,1450.0,561.0,3328.0,3199.0,577.0,851.0
78679_secY,65584.0,86871.0,298343.0,33294.0,197120.0,677484.0,132869.0,90103.0,276764.0,65460.0,22663.0,80128.0
77454_yeeA,3334.0,128.0,3899.0,84.0,347.0,1408.0,3863.0,374.0,1519.0,2015.0,133.0,353.0
78689_rplN,17832.0,29104.0,104280.0,8730.0,79337.0,247007.0,51926.0,12020.0,257305.0,75508.0,28942.0,39138.0
6354_hypothetical_protein,21.0,28.0,213.0,21.0,33.0,127.0,41.0,70.0,53.0,18.0,12.0,49.0
75658_yaeH,4088.0,247.0,8039.0,131.0,278.0,6894.0,9740.0,965.0,4355.0,6264.0,92.0,954.0
77139_ldtE,27101.0,891.0,7011.0,403.0,280.0,2121.0,26526.0,1411.0,1254.0,9647.0,82.0,647.0
77108_sodC,9225.0,52.0,2362.0,69.0,98.0,631.0,16388.0,506.0,411.0,2621.0,17.0,251.0
77541_fbaB,36193.0,344.0,75885.0,440.0,207.0,7364.0,131661.0,2011.0,4694.0,64395.0,138.0,1094.0
79123_asnA,785.0,1389.0,33807.0,1323.0,1501.0,5508.0,1839.0,6666.0,4909.0,65271.0,1444.0,4947.0
76203_tolB,43990.0,6911.0,168363.0,2369.0,7166.0,241336.0,64336.0,12658.0,467134.0,155837.0,4836.0,17036.0
75905_cyoE,23988.0,5188.0,63440.0,697.0,3162.0,48335.0,21321.0,2431.0,23248.0,16041.0,1391.0,2179.0
79341_thiF,118.0,28.0,130.0,63.0,66.0,352.0,396.0,113.0,136.0,185.0,13.0,100.0
78677_rpsM,26918.0,28216.0,122713.0,12023.0,71877.0,231526.0,44698.0,28189.0,207731.0,59692.0,23354.0,50956.0
75952_hemH,2575.0,1443.0,3621.0,671.0,1094.0,3997.0,3793.0,1492.0,2493.0,2406.0,609.0,1913.0
78964_yiaY,26.0,24.0,111.0,42.0,71.0,225.0,91.0,111.0,151.0,70.0,23.0,130.0
76683_narJ,239.0,194.0,153.0,1094.0,873.0,1522.0,649.0,3723.0,568.0,704.0,517.0,1424.0
76129_gltI,47225.0,1396.0,16245.0,739.0,495.0,24906.0,229546.0,4916.0,21302.0,379542.0,1262.0,3105.0
76504_yceK,460.0,28.0,1070.0,8.0,105.0,153.0,451.0,62.0,142.0,351.0,87.0,134.0
76385_ompF,18094.0,41723.0,123233.0,3405.0,4689.0,140420.0,9715.0,3926.0,213508.0,91711.0,26420.0,37180.0
76199_ybgC,1205.0,712.0,3180.0,206.0,927.0,4125.0,2649.0,718.0,2635.0,2922.0,550.0,792.0
78015_yfiE,1172.0,140.0,924.0,208.0,194.0,1131.0,1280.0,315.0,720.0,1313.0,102.0,393.0
76292_rimO,1009.0,3637.0,9126.0,718.0,8956.0,21849.0,7329.0,5002.0,27333.0,9518.0,3952.0,4293.0
78571_greA,1478.0,953.0,3817.0,311.0,2591.0,10786.0,4808.0,1648.0,8095.0,4533.0,1008.0,1039.0
4973_Putative_oligopeptid..,1324.0,168.0,1471.0,75.0,299.0,2771.0,2780.0,480.0,1420.0,2013.0,92.0,215.0
78088_ygaP,551.0,66.0,287.0,33.0,88.0,492.0,1575.0,300.0,388.0,874.0,78.0,103.0
75960_ybaQ,1376.0,136.0,1161.0,115.0,233.0,1378.0,2694.0,538.0,1606.0,3018.0,149.0,411.0
75692_metQ,22265.0,2255.0,12048.0,1528.0,2381.0,21789.0,44740.0,9344.0,24697.0,31963.0,2886.0,5420.0
76071_entA,7008.0,3431.0,1039.0,1210.0,1061.0,385.0,6019.0,1642.0,390.0,10504.0,698.0,2216.0
76710_yciC,2321.0,476.0,3848.0,170.0,1104.0,4331.0,2529.0,507.0,3832.0,2130.0,394.0,535.0
77608_psuG,278324.0,1627.0,5190.0,1664.0,281.0,20674.0,266317.0,2591.0,38033.0,568214.0,369.0,3009.0
75857_yaiY,144.0,36.0,297.0,12.0,21.0,87.0,330.0,40.0,27.0,107.0,3.0,116.0
77749_hisQ,3960.0,385.0,1392.0,199.0,588.0,1391.0,5687.0,864.0,736.0,6378.0,231.0,420.0
76338_clpS,26140.0,3219.0,6725.0,1230.0,2767.0,10733.0,42838.0,3410.0,8159.0,28432.0,1023.0,3160.0
78688_rplX,20660.0,45664.0,111168.0,9800.0,104774.0,458021.0,89685.0,31938.0,417946.0,135070.0,33461.0,62305.0
78021_yfiP,239.0,365.0,945.0,282.0,496.0,2227.0,667.0,368.0,2267.0,1344.0,331.0,641.0
79321_yijD,1933.0,289.0,4032.0,173.0,194.0,4308.0,3494.0,530.0,3539.0,3557.0,172.0,1146.0
77703_menB,3682.0,591.0,13982.0,636.0,1520.0,13916.0,8644.0,1966.0,13756.0,11356.0,818.0,2578.0
79491_yjeJ,327.0,105.0,522.0,125.0,172.0,1226.0,798.0,298.0,807.0,706.0,79.0,335.0
78612_nanE,551.0,57.0,674.0,91.0,52.0,1372.0,3143.0,721.0,2529.0,1487.0,39.0,580.0
79029_gltS,2169.0,222.0,6618.0,279.0,525.0,1272.0,1150.0,247.0,1827.0,1071.0,195.0,621.0
77961_hscA,5652.0,1104.0,18834.0,1312.0,5082.0,22331.0,9395.0,1304.0,12084.0,11429.0,741.0,2687.0
78451_glnE,8136.0,913.0,11735.0,563.0,872.0,17215.0,17342.0,2053.0,11842.0,14348.0,569.0,2356.0
77646_napG,34.0,9.0,102.0,241.0,78.0,646.0,57.0,328.0,457.0,40.0,29.0,1262.0
78499_yqjG,2176.0,312.0,4279.0,91.0,149.0,1601.0,7221.0,383.0,854.0,3221.0,46.0,442.0
78277_yqeA,1325.0,104.0,898.0,212.0,124.0,799.0,1489.0,643.0,748.0,1431.0,47.0,3896.0
79176_dapF,3063.0,227.0,4625.0,187.0,672.0,4240.0,3581.0,380.0,2848.0,3962.0,191.0,759.0
78341_speA,8247.0,1925.0,25382.0,1085.0,4992.0,50713.0,15616.0,2698.0,49515.0,16800.0,4219.0,3381.0
78024_yfiM,224.0,27.0,357.0,33.0,42.0,186.0,232.0,65.0,158.0,182.0,25.0,90.0
77996_pgpC,1555.0,45.0,1100.0,66.0,130.0,1382.0,3036.0,190.0,805.0,1139.0,32.0,194.0
78180_ygcO,27.0,14.0,45.0,10.0,16.0,125.0,135.0,19.0,108.0,444.0,0.0,76.0
75922_ybaE,898.0,118.0,586.0,76.0,40.0,1379.0,1927.0,424.0,726.0,1688.0,14.0,301.0
77259_yeaR,24446.0,1869.0,36.0,943.0,1002.0,311.0,11577.0,5550.0,192.0,13708.0,832.0,350.0
79381_malK,910.0,566.0,42791.0,497.0,54.0,3585.0,4755.0,2411.0,35932.0,9961.0,21.0,5877.0
79407_pdeC,6264.0,244.0,8055.0,165.0,212.0,3052.0,9222.0,370.0,1514.0,3645.0,122.0,370.0
78830_livF,4784.0,82.0,156.0,39.0,27.0,83.0,1480.0,12.0,56.0,469.0,97.0,45.0
76302_ybjJ,1386.0,110.0,871.0,110.0,465.0,2042.0,2574.0,239.0,1194.0,1912.0,75.0,303.0
78852_nikA,78.0,66.0,200.0,205.0,132.0,3589.0,259.0,723.0,2699.0,183.0,47.0,563.0
3214_Potential_molybdenum..,7539.0,208.0,12702.0,174.0,167.0,5212.0,11883.0,1241.0,10216.0,21702.0,288.0,1378.0
3699_asst,646.0,51.0,482.0,77.0,56.0,460.0,544.0,100.0,267.0,462.0,15.0,138.0
75498_thrC,3082.0,598.0,2515.0,251.0,620.0,5650.0,7309.0,1448.0,5722.0,39568.0,808.0,1038.0
77828_yfeO,920.0,23.0,993.0,43.0,25.0,474.0,1630.0,109.0,247.0,939.0,18.0,71.0
76907_ydcZ,1333.0,102.0,450.0,18.0,57.0,322.0,1120.0,53.0,143.0,1169.0,37.0,73.0
79117_atpB,27126.0,5377.0,145522.0,4639.0,11262.0,116496.0,23594.0,11142.0,124391.0,44306.0,4964.0,22911.0
78433_ygiB,5910.0,1424.0,8852.0,425.0,2612.0,14182.0,10292.0,1201.0,11420.0,9681.0,856.0,1952.0
76196_cydB,15491.0,4945.0,32553.0,3882.0,17101.0,35245.0,26369.0,7051.0,25757.0,17498.0,3341.0,14627.0
75900_thiI,1220.0,1648.0,6294.0,530.0,4001.0,14779.0,2935.0,1440.0,6446.0,2287.0,1025.0,1178.0
76205_cpoB,8818.0,2843.0,22942.0,882.0,3054.0,34213.0,17243.0,3849.0,43619.0,30536.0,2018.0,4595.0
79035_yicL,1425.0,274.0,1613.0,163.0,353.0,2178.0,2188.0,393.0,1495.0,1810.0,187.0,556.0
76730_cysB,8157.0,2419.0,8875.0,655.0,4532.0,26705.0,15931.0,2602.0,19187.0,16509.0,2252.0,3215.0
16625_epsH,75.0,174.0,264.0,58.0,1598.0,874.0,142.0,106.0,262.0,106.0,370.0,168.0
77438_ldtA,6726.0,228.0,6074.0,173.0,98.0,2118.0,9544.0,704.0,1640.0,4548.0,84.0,629.0
79364_metH,13724.0,1066.0,7737.0,487.0,955.0,16862.0,51501.0,2953.0,9409.0,59637.0,502.0,1721.0
78744_tsgA,121.0,1469.0,142.0,537.0,11372.0,2550.0,259.0,2198.0,1151.0,184.0,1518.0,2856.0
77133_ydhW,564.0,35.0,558.0,56.0,41.0,390.0,893.0,447.0,179.0,832.0,23.0,221.0
75612_acnB,47563.0,4838.0,302110.0,2504.0,4663.0,283230.0,92082.0,7498.0,208494.0,117042.0,2579.0,8632.0
78301_sdhE,675.0,59.0,1893.0,60.0,312.0,1737.0,1305.0,95.0,2072.0,1820.0,137.0,370.0
78648_fis,353.0,2185.0,3119.0,450.0,4463.0,8870.0,343.0,703.0,5836.0,576.0,2752.0,1582.0
76514_dinI,328.0,54.0,999.0,45.0,118.0,400.0,163.0,50.0,1272.0,898.0,301.0,338.0
79451_phnC,17.0,4.0,8.0,33.0,10.0,25.0,45.0,37.0,8.0,8.0,0.0,31.0
75704_dnaQ,6509.0,853.0,9445.0,625.0,1328.0,8212.0,13088.0,2021.0,9066.0,13410.0,1111.0,2501.0
79584_treR,1285.0,217.0,2589.0,117.0,189.0,1725.0,1261.0,334.0,2252.0,2130.0,162.0,654.0
79605_yjgR,5273.0,215.0,18563.0,124.0,212.0,4971.0,10012.0,590.0,2617.0,6823.0,150.0,457.0
79188_recQ,553.0,532.0,2956.0,241.0,1652.0,6984.0,3535.0,1632.0,6993.0,5552.0,855.0,1237.0
79525_rnr,24261.0,3012.0,25409.0,3138.0,8498.0,34433.0,50141.0,9097.0,25710.0,41096.0,2380.0,9446.0
75950_htpG,19914.0,18352.0,101487.0,5464.0,8284.0,120214.0,34075.0,10165.0,113105.0,33069.0,4156.0,27837.0
75935_maa,2499.0,496.0,2807.0,776.0,586.0,1029.0,1084.0,549.0,1189.0,2343.0,576.0,1789.0
77668_yfaQ,746.0,70.0,755.0,42.0,131.0,864.0,1735.0,374.0,495.0,1336.0,51.0,256.0
76186_sdhA,29653.0,593.0,189714.0,559.0,264.0,128320.0,45081.0,1634.0,110053.0,80534.0,402.0,3751.0
3667_Ureidoglycolate_dehy..,79.0,30.0,86.0,31.0,26.0,203.0,131.0,34.0,76.0,225.0,12.0,101.0
78946_malS,1236.0,470.0,1082.0,90.0,114.0,699.0,2122.0,305.0,854.0,1168.0,64.0,461.0
780_Hypothetical_protein,224.0,32.0,306.0,45.0,174.0,4350.0,2589.0,805.0,164.0,315.0,11.0,72.0
75690_trmO,682.0,308.0,1812.0,111.0,537.0,2013.0,1180.0,351.0,1221.0,1693.0,184.0,364.0
75591_lpxC,9796.0,3044.0,18024.0,2593.0,6464.0,21380.0,21468.0,4896.0,12324.0,18821.0,1802.0,5975.0
76533_flgI,173.0,127.0,808.0,38.0,53.0,4522.0,449.0,102.0,2734.0,265.0,41.0,91.0
77121_purR,1072.0,981.0,2524.0,445.0,1851.0,8399.0,8717.0,1469.0,13888.0,14624.0,1322.0,2033.0
79173_cyaY,1857.0,509.0,8659.0,228.0,1229.0,6729.0,3839.0,1385.0,8218.0,5898.0,934.0,1495.0
78361_yggN,3020.0,618.0,3296.0,298.0,1865.0,9700.0,14701.0,1370.0,6029.0,8653.0,724.0,1124.0
75608_aceE,35435.0,44579.0,77368.0,19133.0,188692.0,240190.0,133658.0,49696.0,139859.0,100133.0,19293.0,60463.0
79697_yjjB,71.0,4.0,33.0,17.0,0.0,0.0,0.0,0.0,76.0,58.0,2.0,44.0
79133_hsrA,1686.0,215.0,1604.0,183.0,277.0,1506.0,1957.0,312.0,3007.0,3949.0,179.0,800.0
76154_potE,303.0,31.0,272.0,140.0,46.0,145.0,442.0,742.0,162.0,404.0,17.0,2474.0
79013_rpmB,4173.0,7548.0,30250.0,2411.0,17029.0,33135.0,5220.0,5255.0,36812.0,7578.0,8522.0,8842.0
79531_yjfM,337.0,14.0,230.0,42.0,38.0,254.0,629.0,198.0,190.0,535.0,8.0,144.0
79695_dnaC,2841.0,652.0,3819.0,300.0,1753.0,5773.0,6932.0,827.0,5971.0,5976.0,828.0,1125.0
79714_deoC,3045.0,600.0,3624.0,671.0,727.0,10347.0,10923.0,2689.0,6510.0,6539.0,407.0,8389.0
79179_yigB,885.0,133.0,2285.0,72.0,319.0,2014.0,2281.0,327.0,1274.0,2491.0,177.0,355.0
78555_nlpI,26851.0,13978.0,24520.0,6641.0,34252.0,22739.0,48179.0,13323.0,20136.0,44404.0,8354.0,13428.0
855_Putative_conserved_p..,217.0,8.0,78.0,10.0,14.0,87.0,183.0,36.0,42.0,108.0,10.0,43.0
78511_tdcC,907.0,125.0,3175.0,1198.0,117.0,1705.0,575.0,2548.0,776.0,318.0,26.0,10717.0
76296_dacC,24297.0,1016.0,21525.0,394.0,882.0,15815.0,29193.0,1926.0,9075.0,12831.0,330.0,1226.0
76325_ybjS,1000.0,708.0,3480.0,173.0,1321.0,6261.0,2797.0,743.0,3504.0,1435.0,825.0,681.0
75679_accA,8189.0,2742.0,23286.0,1228.0,7511.0,48982.0,24216.0,4934.0,24045.0,11786.0,1946.0,3186.0
78621_zapE,1923.0,604.0,3142.0,346.0,614.0,5394.0,3887.0,811.0,4322.0,6336.0,406.0,865.0
77441_cobU,3274.0,263.0,1930.0,140.0,124.0,597.0,906.0,261.0,320.0,866.0,52.0,329.0
77124_cfa,65067.0,2516.0,41976.0,3947.0,3426.0,22478.0,243888.0,13681.0,13337.0,50469.0,1466.0,6325.0
79396_qorA,6904.0,155.0,10888.0,235.0,192.0,6076.0,28473.0,605.0,4035.0,7077.0,82.0,1026.0
78491_exuR,6702.0,685.0,5038.0,764.0,866.0,5858.0,13526.0,2293.0,5192.0,12392.0,723.0,2469.0
4822_Putative_citrate_per..,171.0,7.0,321.0,27.0,73.0,307.0,637.0,147.0,21.0,54.0,1.0,43.0
78136_hycC,294.0,12.0,192.0,77.0,8.0,48.0,43.0,86.0,99.0,330.0,20.0,313.0
78236_ppdA,134.0,7.0,157.0,11.0,19.0,118.0,196.0,19.0,76.0,142.0,2.0,39.0
78421_qseB,254.0,34.0,217.0,39.0,119.0,1452.0,1293.0,163.0,1291.0,856.0,27.0,249.0
78561_nusA,17323.0,14696.0,60502.0,11267.0,33949.0,145306.0,52054.0,13673.0,138028.0,71147.0,10705.0,29003.0
75781_ykgM,157.0,127.0,156.0,217.0,73.0,589.0,1042.0,1172.0,448.0,1327.0,37.0,1261.0
76774_ycjQ,155.0,12.0,331.0,24.0,10.0,156.0,237.0,28.0,156.0,351.0,2.0,93.0
79577_mpl,3166.0,1005.0,12107.0,534.0,1998.0,11434.0,4603.0,1325.0,11852.0,6644.0,1081.0,2572.0
75968_fetA,1075.0,182.0,1728.0,95.0,325.0,3507.0,3437.0,436.0,3055.0,3538.0,100.0,417.0
79091_yieE,2668.0,395.0,6496.0,198.0,449.0,5117.0,7383.0,579.0,3106.0,5011.0,147.0,639.0
77204_astE,1886.0,14.0,14706.0,35.0,7.0,1171.0,2647.0,40.0,395.0,1691.0,4.0,30.0
76783_tyrR,7492.0,858.0,8810.0,584.0,1757.0,13490.0,14961.0,1888.0,10235.0,12853.0,755.0,2464.0
4929_Dihydrolipoamide_suc..,139.0,16.0,148.0,52.0,23.0,157.0,238.0,120.0,88.0,136.0,10.0,47.0
76517_grxB,20886.0,645.0,11333.0,369.0,1441.0,5129.0,84367.0,3395.0,7072.0,32882.0,367.0,1242.0
78350_gshB,3263.0,970.0,6805.0,456.0,1908.0,12886.0,9683.0,1623.0,7998.0,7046.0,644.0,1378.0
78036_yfiR,2677.0,266.0,1785.0,212.0,502.0,1667.0,3543.0,605.0,1025.0,2292.0,192.0,480.0
77501_wcaF,16.0,0.0,13.0,16.0,8.0,53.0,78.0,28.0,41.0,66.0,5.0,32.0
78385_yghS,171.0,26.0,141.0,72.0,19.0,162.0,152.0,106.0,132.0,192.0,13.0,147.0
79215_mobB,2367.0,101.0,2379.0,62.0,123.0,1045.0,2341.0,223.0,995.0,2141.0,68.0,312.0
1713_Putative_membrane_tr..,1855.0,122.0,1616.0,96.0,104.0,1133.0,1891.0,336.0,730.0,1189.0,73.0,341.0
79367_rluF,896.0,582.0,2145.0,94.0,957.0,2860.0,1925.0,389.0,2025.0,2516.0,687.0,517.0
77299_rsmF,929.0,1009.0,2385.0,274.0,1777.0,3801.0,1670.0,657.0,2558.0,2154.0,655.0,628.0
77320_mepM,4029.0,888.0,2731.0,493.0,2020.0,3352.0,6580.0,761.0,2121.0,5699.0,402.0,1293.0
79308_pflD,4444.0,75.0,1348.0,275.0,105.0,867.0,17400.0,461.0,511.0,1646.0,29.0,711.0
75639_dksA,50181.0,7754.0,88879.0,5114.0,10464.0,180102.0,124025.0,5362.0,195348.0,105623.0,7075.0,28345.0
76740_yciH,489.0,627.0,8126.0,158.0,1400.0,4550.0,612.0,435.0,3878.0,581.0,656.0,551.0
77765_mnmC,1164.0,375.0,4074.0,215.0,1789.0,8114.0,2921.0,1059.0,5324.0,3007.0,729.0,1409.0
76229_ybhB,478.0,26.0,603.0,19.0,111.0,1278.0,4691.0,226.0,102.0,424.0,61.0,42.0
77549_rcnR,659.0,73.0,772.0,85.0,186.0,1176.0,847.0,469.0,779.0,611.0,89.0,320.0
78801_glpG,3262.0,1395.0,8568.0,687.0,1947.0,13247.0,5500.0,1817.0,10072.0,8421.0,1083.0,2180.0
76094_citC,14.0,9.0,3.0,180.0,10.0,19.0,47.0,1508.0,5.0,43.0,0.0,467.0
78002_recO,2103.0,687.0,4015.0,341.0,1080.0,8013.0,8296.0,1044.0,8988.0,11415.0,753.0,1673.0
79576_fbp,4334.0,1640.0,39694.0,465.0,2536.0,68337.0,17371.0,1428.0,90711.0,33591.0,1630.0,3596.0
76717_trpC,3742.0,466.0,1183.0,291.0,423.0,2024.0,19499.0,586.0,2820.0,12623.0,252.0,670.0
77592_mglA,12907.0,461.0,16274.0,271.0,72.0,15286.0,10295.0,1032.0,30103.0,74305.0,70.0,3891.0
78094_nrdI,5450.0,559.0,372.0,228.0,327.0,767.0,18214.0,1364.0,333.0,14250.0,409.0,864.0
78664_smf,13175.0,702.0,9177.0,426.0,1390.0,17424.0,25219.0,2918.0,6583.0,11949.0,332.0,1962.0
78009_rseA,15756.0,1827.0,6948.0,885.0,2016.0,7831.0,33427.0,2704.0,5092.0,18477.0,781.0,4027.0
79487_yjeH,1817.0,303.0,949.0,90.0,214.0,334.0,2272.0,278.0,614.0,4427.0,236.0,425.0
4355_waaW,5461.0,1486.0,6519.0,405.0,2097.0,8692.0,11775.0,1475.0,7777.0,9196.0,706.0,1464.0
76636_umuD,335.0,85.0,440.0,82.0,268.0,672.0,1008.0,57.0,423.0,657.0,98.0,264.0
79264_rhaS,309.0,15.0,529.0,13.0,10.0,75.0,147.0,29.0,147.0,303.0,4.0,124.0
75918_ppiD,12138.0,4128.0,25290.0,1488.0,10365.0,50553.0,26826.0,5535.0,42097.0,31517.0,4372.0,6570.0
78400_gpr,2755.0,150.0,3315.0,192.0,68.0,1532.0,9910.0,659.0,1833.0,19612.0,92.0,2228.0
76466_rutF,6.0,1.0,37.0,1.0,3.0,51.0,1060.0,22.0,17.0,415.0,1.0,4.0
79728_ytjC,2774.0,790.0,9901.0,337.0,985.0,10193.0,9099.0,1707.0,12407.0,11966.0,811.0,2201.0
76647_emtA,1199.0,267.0,1768.0,95.0,452.0,2900.0,2295.0,533.0,2803.0,2431.0,396.0,541.0
78151_ygbL,31254.0,247.0,1593.0,180.0,52.0,381.0,787.0,300.0,441.0,690.0,19.0,402.0
75954_gsk,1066.0,1735.0,5104.0,442.0,3078.0,13816.0,3424.0,1064.0,17451.0,5302.0,1998.0,2408.0
76248_ybhR,966.0,79.0,2485.0,87.0,197.0,2573.0,3037.0,380.0,1713.0,2364.0,69.0,465.0
6603_hypothetical_protein,3.0,0.0,100.0,6.0,1.0,11.0,99.0,4.0,11.0,81.0,0.0,3.0
79730_creA,1946.0,361.0,3166.0,172.0,582.0,5563.0,1971.0,482.0,4580.0,2313.0,228.0,609.0
